Income,Kidhome,Teenhome,MntWines,MntMeatProducts,MntFishProducts,NumWebVisitsMonth,Age,Total_campaigns,Purchase_frequency
15315,0,0,7,13,15,5,55,0,8
87771,0,1,1225,287,50,6,66,4,20
33039,1,0,30,12,8,5,47,0,7
81741,0,0,249,556,58,2,45,0,19
71499,0,1,465,132,120,4,54,0,26
62466,0,1,129,259,120,4,55,0,26
48799,0,1,174,81,28,3,62,0,15
52157,0,1,189,29,3,4,75,0,12
66565,0,1,747,161,65,8,63,0,19
29298,1,1,6,2,2,5,74,0,4
47691,0,1,14,3,0,6,46,0,4
38200,1,1,12,4,0,7,55,0,4
44989,0,1,98,106,49,6,51,0,16
38443,1,1,32,5,0,7,57,0,6
38593,1,0,51,49,17,8,47,0,11
64413,0,1,200,44,0,5,55,0,12
36959,1,0,25,25,6,8,44,0,7
61996,0,1,1050,144,0,5,48,3,21
51287,1,1,117,22,13,7,57,0,11
13260,1,1,9,17,10,8,55,0,10
47472,1,1,56,11,0,5,59,0,8
54603,1,1,145,46,17,7,69,0,16
45207,1,1,203,10,0,6,51,1,15
40689,0,1,270,27,39,8,74,0,19
47821,1,1,9,16,6,8,58,0,5
27450,0,0,37,23,8,7,74,0,7
39453,1,0,46,7,0,6,42,0,7
26850,1,1,31,13,7,4,54,0,11
79800,0,0,1060,530,32,3,70,3,21
61794,0,1,264,188,54,2,64,0,20
53863,0,1,399,30,6,7,70,1,18
24221,0,0,8,9,2,4,66,0,6
39684,1,0,19,35,6,7,41,0,7
92163,0,0,817,556,106,2,50,2,20
69882,0,0,292,556,120,1,60,0,20
33178,1,0,12,2,11,4,48,0,5
59973,0,0,130,168,20,1,53,0,15
17459,1,0,6,16,3,7,50,0,9
23910,1,0,16,18,7,7,56,0,6
42169,1,1,19,9,0,8,56,0,6
26224,1,0,4,15,13,6,47,0,9
31089,1,0,31,31,2,8,44,0,10
30081,0,1,36,2,0,7,64,0,5
62807,0,1,526,135,10,5,65,0,23
72906,0,0,400,519,71,1,70,0,17
61467,0,2,410,114,0,5,77,0,20
49618,1,1,80,26,4,7,59,0,11
21888,1,0,88,46,2,10,39,0,12
42429,0,1,55,6,2,5,52,0,7
26150,2,1,5,13,3,7,69,0,5
30801,0,1,8,5,15,7,50,0,6
81168,0,0,410,556,120,3,60,1,18
26877,0,0,101,76,20,6,56,0,12
45006,0,0,162,53,16,3,81,0,12
18978,1,0,2,1,4,8,52,0,5
22574,2,1,25,8,2,7,58,0,7
48240,0,0,389,248,64,5,56,0,25
45837,1,1,215,87,17,7,51,0,18
35791,2,1,27,5,0,8,60,0,6
117416,1,1,85,16,2,1,49,0,1
54162,1,1,5,10,6,4,47,0,5
30522,0,1,179,83,19,2,65,0,17
54456,0,1,352,27,10,6,64,0,17
31632,0,0,17,12,11,7,54,0,6
72298,0,0,625,169,58,1,76,2,14
36975,1,0,10,11,0,7,47,0,5
72635,0,0,390,323,104,3,70,1,21
13624,1,0,10,15,2,6,49,0,7
84196,0,1,215,507,120,3,50,0,20
70971,0,1,1001,556,93,7,65,0,32
34487,1,1,19,33,24,9,48,0,9
28769,1,0,41,129,10,9,48,0,12
69084,1,0,1181,199,39,8,55,0,25
65488,0,0,603,207,36,1,67,0,14
62466,0,1,129,259,120,4,55,0,26
32218,0,0,10,15,13,7,65,1,7
83917,0,0,514,556,42,3,52,0,21
46102,2,1,14,1,0,7,63,0,4
84574,0,0,387,556,38,5,73,0,31
56181,0,1,121,69,8,4,63,0,14
63120,0,1,965,279,54,7,75,0,26
73691,0,1,707,250,85,2,54,1,18
63381,0,1,571,142,33,2,65,0,26
76140,0,0,586,556,17,2,77,0,21
62859,0,1,1063,102,16,6,66,0,23
45906,0,1,305,27,4,5,61,1,15
77632,0,0,1200,556,0,2,78,2,13
46463,1,1,163,40,8,6,54,0,16
105471,0,0,1009,104,120,3,55,2,30
55282,1,0,125,73,8,4,55,0,11
78710,0,1,721,152,119,4,48,0,28
66886,0,1,315,62,41,5,67,0,17
98777,0,0,1000,556,120,1,65,1,19
29103,1,0,16,17,6,9,40,0,6
67445,0,1,757,217,29,6,51,0,32
50616,0,1,30,25,0,2,75,0,7
49431,0,1,219,100,26,8,70,0,15
117416,0,0,1,1,1,0,50,0,0
61278,0,1,111,28,2,6,72,0,10
26490,0,0,45,52,21,6,67,0,11
73059,0,1,410,420,0,4,78,0,26
46734,1,2,100,39,6,6,59,1,12
56253,0,1,509,65,7,6,62,0,22
19986,1,0,3,5,0,7,40,0,4
58330,0,1,445,213,104,4,50,0,24
25965,0,0,2,11,41,8,45,0,6
14661,0,0,4,11,6,6,69,0,5
18690,0,0,6,7,23,8,66,0,5
45068,0,1,14,3,0,7,51,0,4
21063,1,0,1,11,19,6,38,0,7
29187,1,0,26,6,0,8,57,0,5
54690,1,1,111,37,7,3,54,0,12
59304,0,1,418,428,80,5,61,0,28
59247,0,2,327,122,19,6,63,0,21
66731,0,1,371,194,58,3,55,0,17
77353,0,1,275,107,69,4,45,0,20
52614,0,1,789,142,12,8,50,0,16
26751,2,0,1,5,0,8,51,0,4
81300,0,1,1004,145,32,5,62,1,21
70337,0,0,187,149,25,1,46,0,17
36145,1,0,56,76,17,9,40,1,12
65295,0,0,365,117,34,2,45,0,20
68118,0,1,595,123,10,6,62,0,23
68743,0,0,1132,384,120,7,58,0,30
41039,0,0,34,137,120,8,43,0,15
38946,0,1,116,82,6,5,70,0,12
65777,0,0,565,435,28,1,58,0,17
66476,0,1,372,126,47,4,49,0,20
86857,0,0,899,556,120,2,53,0,22
117416,0,0,55,556,17,0,43,0,17
77845,0,0,760,480,0,1,36,2,21
69476,0,0,260,556,63,2,56,0,15
50611,0,1,459,24,6,6,65,1,22
61209,0,0,466,224,119,2,55,0,13
42315,0,1,67,80,17,3,67,0,12
13084,0,0,2,7,3,6,73,0,5
47570,1,1,67,20,0,7,76,0,9
61923,0,2,92,18,3,3,64,0,8
34824,0,0,4,11,2,6,30,0,4
26518,1,1,20,28,3,8,76,0,8
45938,0,0,273,178,62,6,64,0,20
78468,0,0,434,388,104,4,65,1,28
78901,0,1,321,309,33,4,52,0,20
71427,2,0,212,177,15,4,47,0,20
71022,0,1,909,278,0,8,47,1,21
90247,0,0,1184,352,21,1,37,3,15
41335,1,0,112,21,16,7,57,0,12
71952,1,0,656,455,52,4,39,2,22
35682,1,0,23,8,6,2,55,0,6
43185,0,1,537,42,16,8,74,0,20
66375,0,1,712,45,0,7,77,1,14
35178,1,0,23,13,2,7,54,1,5
25252,1,0,1,4,2,8,39,0,4
55250,0,1,664,83,32,5,60,0,26
33249,1,0,6,21,19,6,50,0,8
58398,0,0,299,201,21,4,72,0,20
50272,1,0,99,66,43,7,43,0,13
76618,0,0,749,294,120,1,50,0,11
87305,0,0,345,501,63,2,65,1,17
25851,1,0,9,18,7,7,47,0,7
58710,0,1,440,368,0,6,55,0,31
45160,1,1,8,5,3,7,67,0,4
74806,0,1,670,249,0,4,60,0,16
59111,0,0,524,134,28,7,71,0,21
18988,1,0,6,6,2,7,41,0,6
72190,0,0,597,556,120,3,60,0,16
7500,1,0,7,12,13,9,49,1,12
44794,0,1,54,7,0,6,59,0,6
80395,0,0,445,556,80,2,70,1,24
75012,0,0,294,218,120,1,49,0,23
56962,2,1,292,77,10,7,60,0,20
89891,0,0,412,132,59,4,34,1,26
35946,1,1,8,3,0,5,76,0,4
53593,1,1,349,78,6,8,72,0,21
66373,1,1,328,124,12,3,47,0,22
45072,1,2,144,99,7,8,77,0,16
89694,1,1,1126,211,37,5,52,3,14
72025,0,0,967,556,43,2,76,3,26
67432,0,1,432,341,120,4,52,0,19
70545,0,1,138,63,55,2,73,0,13
17487,1,0,0,1,7,7,36,0,4
62882,0,1,509,497,78,4,56,0,20
64108,0,1,948,86,13,5,72,0,30
34941,1,1,39,25,4,8,69,0,8
48767,1,2,28,21,3,5,75,0,9
38702,1,0,13,24,13,6,47,0,9
82224,0,0,307,360,120,3,61,1,21
83844,0,0,901,345,75,1,73,1,20
17003,1,0,2,12,4,5,50,0,9
71163,0,0,283,372,120,1,30,0,24
33697,1,0,4,7,0,7,55,1,4
63564,0,0,769,252,15,6,71,1,28
83443,0,0,518,556,55,2,53,0,22
51518,0,1,350,66,17,3,67,0,17
58330,0,1,445,213,104,4,50,0,24
80952,0,0,778,556,41,8,56,3,25
75507,0,0,709,374,104,3,46,0,21
63855,0,0,359,314,93,4,47,0,24
62220,0,1,799,375,16,6,53,0,23
58512,0,1,895,101,13,8,61,0,20
40662,1,0,40,23,0,4,46,0,8
38829,0,1,76,7,0,5,66,0,8
35523,1,0,11,22,12,7,44,0,8
79146,1,1,245,223,21,6,58,0,19
78285,0,0,647,391,120,3,37,0,21
31626,1,0,39,9,2,7,47,1,6
75127,0,0,203,305,46,1,73,0,18
48726,0,1,138,38,4,6,70,0,12
74985,0,0,587,556,120,2,48,0,17
67430,0,0,595,291,120,6,38,0,29
46891,0,1,43,23,29,4,60,0,8
62058,0,1,301,74,10,6,69,0,18
72063,0,1,180,348,76,2,46,0,21
78939,0,0,794,243,120,3,74,0,20
42720,1,1,392,91,28,8,60,0,23
33622,1,1,39,22,3,7,53,0,9
6835,0,1,107,12,2,13,68,0,1
41452,1,1,13,3,0,7,72,0,4
40760,0,1,70,17,0,6,60,0,8
74250,0,0,680,392,75,1,67,0,17
51124,1,1,26,11,0,3,70,0,6
72258,0,1,522,522,120,2,54,0,22
71466,0,0,412,546,78,1,51,0,19
36283,1,1,6,5,8,4,49,0,6
20587,1,0,2,6,4,7,55,0,5
30467,1,0,1,8,2,7,53,0,4
31590,1,0,6,15,6,8,53,0,5
20425,1,0,4,5,3,7,39,0,7
17144,1,1,18,19,0,7,65,0,12
42564,0,1,324,186,39,7,57,1,24
43783,1,0,327,125,25,7,47,1,22
40780,0,1,229,71,13,9,49,0,17
62847,0,0,521,556,80,2,80,0,14
82017,0,0,184,446,30,2,68,3,17
16813,0,0,4,11,12,7,75,1,6
51267,1,1,183,64,7,4,47,0,15
46524,0,1,31,35,26,3,64,0,9
45183,0,0,219,60,12,7,63,1,13
70421,0,1,479,136,75,6,71,0,23
60161,0,1,584,212,46,8,60,0,26
73926,0,0,627,556,120,3,52,0,24
19329,1,0,24,16,12,8,57,0,10
61872,0,1,330,159,36,4,55,0,21
46984,1,1,19,10,2,5,69,0,5
34838,1,1,28,29,29,6,74,0,10
82716,0,0,606,228,15,2,81,0,28
48192,0,0,1039,204,120,8,67,3,25
49681,0,2,411,26,0,7,49,0,21
56850,0,1,34,19,2,2,54,0,6
55267,0,1,161,136,32,3,68,0,17
59666,1,1,623,178,23,8,53,1,19
72504,0,1,604,470,120,2,53,0,22
26872,0,0,3,8,3,6,44,0,5
21359,1,0,12,17,6,8,53,0,7
73170,0,0,184,256,50,2,50,0,16
52750,0,1,393,239,90,4,70,0,27
91820,0,0,410,556,76,1,39,0,22
65968,0,1,376,83,19,3,55,0,18
30772,1,1,7,4,2,6,49,0,4
22507,0,0,68,226,51,9,71,0,19
65685,0,1,642,49,0,5,53,0,21
25804,1,0,8,9,13,8,47,0,7
76412,0,0,840,556,23,3,45,2,18
22063,1,0,7,13,3,7,53,0,7
57091,0,0,464,64,7,5,64,1,18
22419,0,0,30,47,19,8,62,0,8
87771,0,1,1225,287,50,6,66,4,20
78353,0,1,752,476,39,8,66,0,24
93404,1,2,1225,287,20,5,71,2,17
37859,1,2,22,8,2,8,63,0,6
80995,0,1,860,409,73,4,67,0,22
16529,1,0,3,5,13,6,41,0,5
55412,1,1,10,28,11,5,49,0,6
48789,0,0,351,156,7,6,33,0,18
56575,0,2,421,90,0,5,58,0,20
25130,1,0,2,7,0,7,45,0,7
35441,1,1,25,9,2,8,58,0,6
71391,0,1,336,274,46,3,69,0,28
49494,1,0,191,97,0,7,53,0,14
81702,0,0,563,556,28,3,45,0,27
45889,0,1,31,6,0,6,45,0,5
56628,0,1,479,82,7,5,48,1,20
34026,1,1,18,15,12,5,75,0,9
40049,0,1,91,52,10,5,51,0,14
34176,1,0,5,24,19,6,37,0,11
19419,1,0,2,28,16,9,44,0,11
82504,0,0,362,431,120,1,65,0,17
81205,0,0,724,556,97,2,55,3,19
61618,0,0,605,399,0,3,34,0,19
55284,0,1,547,140,0,5,69,0,23
49980,0,1,104,54,13,5,62,0,11
15072,2,0,8,15,0,5,45,0,11
49166,0,1,224,25,7,6,51,0,13
65324,0,1,384,102,21,4,71,0,20
82347,0,0,556,556,120,3,68,2,25
30843,1,1,24,2,0,5,59,1,6
46374,0,1,408,21,0,8,51,2,18
60474,0,1,265,303,120,7,46,0,30
38576,0,1,34,7,0,7,52,0,5
55357,2,0,374,116,84,5,40,0,22
37758,1,1,27,10,0,8,59,0,6
85710,0,0,600,350,29,2,36,1,26
23228,1,0,13,18,6,8,56,0,7
44602,1,1,167,89,0,8,56,0,17
7500,0,0,0,3,4,6,38,0,4
38683,1,0,46,69,84,7,36,0,17
49514,1,0,88,78,58,7,50,0,13
57906,0,1,243,119,10,4,52,0,17
43456,0,1,275,68,25,5,59,0,17
19485,2,0,6,4,0,7,39,0,4
53172,0,1,121,90,68,3,47,0,16
30545,1,0,4,15,19,7,46,0,7
70123,0,0,1225,396,23,3,42,2,17
62450,0,1,515,267,62,3,66,1,16
21675,1,0,4,16,17,7,49,0,10
42395,1,1,48,57,24,7,44,0,12
61346,1,0,562,168,43,3,47,0,23
80812,0,0,769,500,120,2,72,3,18
42835,1,1,379,93,12,6,54,0,22
39922,1,0,29,59,19,8,42,0,9
86424,0,0,387,556,89,1,69,0,28
17117,1,0,12,38,30,9,47,0,11
24762,1,0,6,12,3,8,53,1,9
35797,0,1,27,14,4,8,50,0,7
36627,2,0,9,5,0,5,50,0,4
51111,1,1,22,19,6,6,44,0,7
86857,0,0,899,556,120,2,53,0,22
82072,0,0,889,556,120,1,55,0,19
46231,2,1,189,55,0,9,72,0,15
42243,1,1,48,2,0,7,66,0,7
51195,1,1,230,156,82,8,63,0,22
68092,0,0,852,207,78,5,47,0,20
31814,1,0,35,20,4,9,52,1,7
51390,1,1,205,47,23,5,60,0,18
76630,0,0,255,446,40,1,42,0,25
26868,1,0,0,1,8,7,34,0,4
48948,0,0,437,206,120,6,82,1,24
55260,0,1,825,53,11,6,53,0,25
64090,0,1,316,161,76,5,69,0,20
78331,0,1,756,354,120,4,67,0,25
37087,1,0,194,134,15,6,51,0,17
21846,1,0,7,18,6,8,39,0,11
81320,0,0,183,493,59,2,67,0,18
54137,0,1,171,11,0,6,55,0,11
66825,0,0,243,405,29,2,58,0,16
57100,0,0,181,69,39,3,52,0,13
58917,1,2,151,89,0,5,56,0,16
85072,0,0,494,391,120,0,48,0,18
86429,0,0,464,556,29,2,64,1,18
45684,1,0,5,5,10,7,54,0,4
47889,1,0,29,29,0,5,51,0,6
45921,0,0,102,49,24,4,39,0,10
78420,0,0,604,556,91,1,59,0,22
75114,0,0,571,523,63,2,33,0,19
52278,0,1,953,71,0,8,62,0,31
35641,1,0,63,67,8,7,53,0,10
95529,0,0,770,556,120,3,31,1,18
62820,0,0,398,265,120,1,71,0,14
73113,0,0,741,154,50,2,65,0,15
84169,0,0,1225,403,0,3,43,2,20
42607,0,1,156,56,30,3,71,0,14
74637,0,0,960,464,120,3,71,1,25
46015,1,1,38,2,0,7,70,2,5
72354,0,0,315,473,120,1,32,0,19
39858,1,0,15,25,2,6,56,0,7
34469,1,1,19,20,0,4,77,0,9
83033,1,0,812,431,120,5,39,1,26
24401,0,0,73,217,10,8,46,0,16
77583,0,0,372,384,120,2,47,1,19
74116,0,0,871,556,120,2,43,1,19
74293,0,0,375,335,93,2,32,0,16
68397,0,1,760,466,17,3,49,0,21
79632,0,0,471,510,99,2,51,0,20
46107,1,0,31,27,16,3,36,0,7
64950,0,1,819,72,12,7,74,1,25
25443,1,0,1,3,8,8,36,0,5
75127,0,0,203,305,46,1,73,0,18
32892,1,0,26,15,2,8,54,0,8
71796,0,0,354,311,120,4,54,0,17
67536,0,1,1225,447,23,8,55,1,30
55239,0,1,371,238,23,5,54,0,26
60554,1,0,588,76,110,6,50,0,23
64831,1,1,480,249,75,6,73,0,20
56067,0,1,517,54,16,5,63,0,20
82025,0,0,267,556,48,1,42,1,12
94384,0,0,1111,556,120,2,72,3,18
14906,0,0,7,14,7,7,39,0,9
51563,0,0,1166,48,0,8,38,2,19
57937,0,1,261,144,55,3,43,0,20
68274,1,1,135,51,23,3,46,0,13
39771,1,0,6,18,2,4,48,0,6
67893,0,1,711,142,49,8,50,0,16
27922,1,0,11,13,2,4,46,0,6
52190,1,1,42,17,0,5,49,1,9
44051,1,1,79,58,6,6,52,0,12
42767,2,0,20,43,19,8,54,0,7
46106,1,1,30,8,2,6,49,0,5
16927,1,1,20,23,3,8,49,0,12
59754,0,1,115,44,4,5,60,0,16
53700,0,1,263,233,69,5,73,0,22
59041,1,1,69,15,2,5,52,0,8
54237,0,1,267,30,4,6,68,0,16
70647,0,1,561,171,25,2,58,0,26
52597,0,1,492,37,7,5,63,0,20
41021,1,0,14,9,6,6,56,0,7
40233,0,1,80,46,0,6,50,0,13
50183,1,1,97,84,13,5,45,0,16
54753,0,1,197,227,7,4,66,0,21
92955,0,0,693,556,31,2,52,2,23
33471,1,0,43,27,0,7,52,0,10
34596,1,0,14,2,0,8,51,0,4
44010,1,0,186,234,86,9,45,0,24
84219,0,0,434,400,45,1,37,0,18
40706,2,1,59,11,4,7,57,0,11
15716,1,0,16,30,8,8,37,0,10
59052,0,1,230,75,63,5,66,0,18
80573,0,0,829,430,60,2,54,0,24
83715,0,0,318,407,120,0,63,0,24
82576,0,0,1206,445,120,1,66,1,19
56962,2,1,292,77,10,7,60,0,20
35704,1,1,30,12,2,4,73,0,9
53103,0,1,729,133,11,7,71,1,28
46779,1,1,12,3,0,4,65,0,4
4861,0,0,2,1,1,13,60,0,0
33462,1,0,22,18,0,7,46,0,6
63693,0,1,587,337,42,6,47,0,29
80763,0,0,674,108,120,3,75,2,22
65352,0,1,284,84,4,4,51,0,16
82170,0,0,1023,556,49,2,47,0,19
75759,0,0,1225,556,89,5,56,3,26
79689,0,0,311,556,120,2,49,0,27
35340,1,1,27,12,0,5,69,0,7
85683,0,0,1225,311,45,1,71,4,17
24884,1,0,3,7,0,7,53,0,4
42021,1,0,393,136,7,9,44,1,22
64449,1,0,218,282,120,4,36,0,24
64587,1,1,66,16,0,3,71,0,8
34824,0,0,4,11,2,6,30,0,4
75437,0,0,795,545,95,6,47,1,23
26091,1,1,15,19,8,5,68,0,9
52845,1,0,384,292,120,6,52,1,25
46086,0,1,244,32,7,4,69,0,16
78028,0,1,158,288,25,7,69,2,20
95169,0,0,1225,449,106,1,38,2,12
56337,1,1,349,144,28,8,44,2,22
22434,1,0,4,11,3,8,38,0,7
36930,0,1,223,31,0,8,71,0,16
36130,0,1,157,127,68,4,71,1,21
65569,0,1,397,288,20,3,72,0,23
83844,0,0,901,345,75,1,73,1,20
19514,1,1,14,21,2,8,57,1,10
36736,1,1,10,3,0,6,62,0,4
77568,0,1,1225,396,120,5,46,3,21
49187,0,1,81,31,2,2,49,0,8
30168,1,0,154,66,0,9,47,0,17
34053,0,1,63,21,7,8,57,0,7
38196,1,1,30,11,0,5,54,0,9
59412,0,0,90,165,30,3,74,0,15
70924,0,0,635,254,120,3,60,1,20
54165,0,0,127,73,15,2,56,0,11
32300,1,0,13,6,6,8,52,0,5
20180,0,0,18,24,15,7,49,0,8
34961,1,0,45,26,4,7,52,0,10
28440,1,0,38,24,0,8,51,0,6
64504,1,2,986,168,16,7,72,0,24
33564,0,1,61,3,0,5,59,0,6
17345,1,0,4,16,17,8,47,0,7
56320,0,1,201,172,116,4,58,0,21
28647,1,0,19,29,0,7,47,1,7
15038,1,0,4,11,19,9,38,0,7
32173,0,1,18,2,0,4,67,0,5
68316,0,1,806,161,120,6,61,0,32
74538,0,0,380,556,110,3,54,1,22
91700,0,0,576,556,120,3,54,0,20
68695,0,0,458,356,106,2,56,0,16
31056,1,0,5,13,3,8,48,0,5
79593,0,0,350,556,110,2,52,1,19
28071,0,0,39,130,41,8,45,0,13
37334,1,1,26,16,2,4,67,0,11
46423,1,1,68,16,0,7,53,0,9
37126,1,0,45,9,4,6,54,1,6
47703,0,1,359,134,13,5,72,0,21
61180,0,1,403,29,6,3,66,1,18
38998,1,1,34,14,0,8,71,0,8
8028,0,0,73,66,7,13,34,0,7
76081,0,0,292,415,63,2,63,1,14
34728,1,0,14,16,0,6,39,0,5
33168,0,1,80,37,0,7,60,0,10
33585,0,1,30,33,13,4,59,0,7
77037,0,1,463,333,120,3,65,0,27
35196,1,0,75,141,43,8,41,0,18
44529,0,1,538,91,17,5,59,1,25
70924,0,0,635,254,120,3,60,1,20
28764,1,1,8,3,0,8,59,1,4
69098,0,0,1225,556,120,5,76,0,25
25959,1,1,4,12,7,6,55,0,7
27100,1,0,12,13,2,7,42,0,5
70596,0,0,347,534,17,2,40,0,21
42557,0,1,192,53,0,8,51,0,15
53312,0,0,241,12,0,7,74,0,12
72228,0,0,631,491,30,3,73,0,22
67605,0,0,336,282,120,1,38,0,17
62845,1,1,1099,45,0,8,76,1,23
65196,0,2,743,181,12,5,67,1,26
42000,0,0,124,267,85,5,38,0,20
35860,1,1,15,8,4,5,52,1,6
65526,0,1,397,69,12,2,61,0,17
16860,1,1,10,4,3,7,64,0,8
83528,0,0,530,556,120,1,33,2,23
64176,0,1,1215,249,64,6,60,0,31
22304,0,0,3,7,0,8,69,0,4
67023,0,0,444,382,11,2,47,0,24
32892,1,0,26,15,2,8,54,0,8
70713,0,1,736,279,82,3,59,0,25
59925,0,1,473,176,19,6,70,0,23
39722,0,1,32,5,2,5,72,0,7
46610,0,0,288,30,4,6,67,0,14
88347,0,0,1050,555,77,1,64,1,21
87171,0,0,1001,107,58,2,44,2,25
26907,1,1,9,7,0,7,49,0,6
50014,1,0,234,77,19,5,57,0,15
41014,1,0,7,6,2,7,47,0,4
66294,0,0,251,334,65,2,60,0,13
36715,1,0,172,125,21,9,54,0,19
79456,0,0,565,548,64,3,69,0,16
40479,1,0,5,8,2,4,43,0,4
75345,0,0,918,556,99,3,55,1,20
54233,0,1,652,158,21,8,48,0,26
24163,1,1,4,7,2,4,55,0,6
84460,0,0,152,103,106,5,67,4,22
43776,1,0,8,9,2,6,42,0,4
71691,0,0,336,411,120,2,67,0,17
85844,0,0,938,556,25,2,52,1,20
39190,1,0,68,18,19,5,51,0,9
71367,0,0,227,389,42,2,66,0,17
38578,1,1,38,22,3,8,53,0,9
57236,1,1,105,9,2,3,60,0,10
61825,0,1,162,100,55,4,46,0,15
79803,0,1,574,216,21,1,67,0,13
80910,0,0,160,369,67,1,39,0,15
27590,1,0,6,5,0,7,43,0,4
56775,0,1,614,160,58,5,46,0,25
83829,0,0,897,430,120,1,50,3,17
54210,0,1,70,109,80,5,46,0,14
38508,1,0,120,206,25,8,39,0,20
53187,1,0,211,30,7,5,55,0,13
30023,1,0,11,16,7,8,53,0,6
76045,0,0,760,400,17,2,65,1,21
50870,0,1,53,8,0,5,73,0,6
15315,0,0,7,13,15,5,55,0,8
65463,1,0,391,70,21,5,51,1,19
66480,1,1,199,57,20,4,60,0,18
76773,0,0,516,449,86,1,71,0,16
81698,0,0,709,115,30,5,42,1,16
54466,1,1,12,4,0,5,52,0,4
98777,0,0,1000,556,120,1,65,1,19
16269,1,0,19,18,3,8,41,0,9
71819,0,1,1224,140,0,6,54,2,14
